Frame,TailAngle,Condition,Fish ID,Trial,Percentage
1,0.018994669,TRUN,TRUN3,1,0.00591716
2,0.028485583,TRUN,TRUN3,1,0.01183432
3,0.057724748,TRUN,TRUN3,1,0.017751479
4,0.100684907,TRUN,TRUN3,1,0.023668639
5,0.118741734,TRUN,TRUN3,1,0.029585799
6,0.161086844,TRUN,TRUN3,1,0.035502959
7,0.185101326,TRUN,TRUN3,1,0.041420118
8,0.226956411,TRUN,TRUN3,1,0.047337278
9,0.256419872,TRUN,TRUN3,1,0.053254438
10,0.198982743,TRUN,TRUN3,1,0.059171598
11,0.248631261,TRUN,TRUN3,1,0.065088757
12,0.32647408,TRUN,TRUN3,1,0.071005917
13,0.362081902,TRUN,TRUN3,1,0.076923077
14,0.409741537,TRUN,TRUN3,1,0.082840237
15,0.424924533,TRUN,TRUN3,1,0.088757396
16,0.466845997,TRUN,TRUN3,1,0.094674556
17,0.505903216,TRUN,TRUN3,1,0.100591716
18,0.545205765,TRUN,TRUN3,1,0.106508876
19,0.574798753,TRUN,TRUN3,1,0.112426036
20,0.624858769,TRUN,TRUN3,1,0.118343195
21,0.668792298,TRUN,TRUN3,1,0.124260355
22,0.716480387,TRUN,TRUN3,1,0.130177515
23,0.753448001,TRUN,TRUN3,1,0.136094675
24,0.795560172,TRUN,TRUN3,1,0.142011834
25,0.768124268,TRUN,TRUN3,1,0.147928994
26,0.862981854,TRUN,TRUN3,1,0.153846154
27,0.831185599,TRUN,TRUN3,1,0.159763314
28,0.922729555,TRUN,TRUN3,1,0.165680473
29,0.900015629,TRUN,TRUN3,1,0.171597633
30,0.91787269,TRUN,TRUN3,1,0.177514793
31,1.008391363,TRUN,TRUN3,1,0.183431953
32,1.001002253,TRUN,TRUN3,1,0.189349112
33,1.023098872,TRUN,TRUN3,1,0.195266272
34,1.094852794,TRUN,TRUN3,1,0.201183432
35,1.104902922,TRUN,TRUN3,1,0.207100592
36,1.089676648,TRUN,TRUN3,1,0.213017751
37,1.169031333,TRUN,TRUN3,1,0.218934911
38,1.245054233,TRUN,TRUN3,1,0.224852071
39,1.250911448,TRUN,TRUN3,1,0.230769231
40,1.296912731,TRUN,TRUN3,1,0.236686391
41,1.391059113,TRUN,TRUN3,1,0.24260355
42,1.434715054,TRUN,TRUN3,1,0.24852071
43,1.482478538,TRUN,TRUN3,1,0.25443787
44,1.544277233,TRUN,TRUN3,1,0.26035503
45,1.574910529,TRUN,TRUN3,1,0.266272189
46,1.610483343,TRUN,TRUN3,1,0.272189349
47,1.612062112,TRUN,TRUN3,1,0.278106509
48,1.643584533,TRUN,TRUN3,1,0.284023669
49,1.683938967,TRUN,TRUN3,1,0.289940828
50,1.696733348,TRUN,TRUN3,1,0.295857988
51,1.72640307,TRUN,TRUN3,1,0.301775148
52,1.767528188,TRUN,TRUN3,1,0.307692308
53,1.790199922,TRUN,TRUN3,1,0.313609467
54,1.825755761,TRUN,TRUN3,1,0.319526627
55,1.615532656,TRUN,TRUN3,1,0.325443787
56,1.639444923,TRUN,TRUN3,1,0.331360947
57,1.851208589,TRUN,TRUN3,1,0.337278107
58,1.849213637,TRUN,TRUN3,1,0.343195266
59,1.875386351,TRUN,TRUN3,1,0.349112426
60,1.873525029,TRUN,TRUN3,1,0.355029586
61,1.881947798,TRUN,TRUN3,1,0.360946746
62,1.888180922,TRUN,TRUN3,1,0.366863905
63,1.874865612,TRUN,TRUN3,1,0.372781065
64,1.884983158,TRUN,TRUN3,1,0.378698225
65,1.438349583,TRUN,TRUN3,1,0.384615385
66,1.422276556,TRUN,TRUN3,1,0.390532544
67,1.408494087,TRUN,TRUN3,1,0.396449704
68,1.173628528,TRUN,TRUN3,1,0.402366864
69,1.333607715,TRUN,TRUN3,1,0.408284024
70,1.083538281,TRUN,TRUN3,1,0.414201183
71,1.771755095,TRUN,TRUN3,1,0.420118343
72,1.713996691,TRUN,TRUN3,1,0.426035503
73,1.724268138,TRUN,TRUN3,1,0.431952663
74,1.687819126,TRUN,TRUN3,1,0.437869822
75,1.700889125,TRUN,TRUN3,1,0.443786982
76,1.314498302,TRUN,TRUN3,1,0.449704142
77,1.280777373,TRUN,TRUN3,1,0.455621302
78,1.134867499,TRUN,TRUN3,1,0.461538462
79,1.246363743,TRUN,TRUN3,1,0.467455621
80,1.225351195,TRUN,TRUN3,1,0.473372781
81,1.237276682,TRUN,TRUN3,1,0.479289941
82,1.165163482,TRUN,TRUN3,1,0.485207101
83,1.159914772,TRUN,TRUN3,1,0.49112426
84,1.201945472,TRUN,TRUN3,1,0.49704142
85,-0.864157002,TRUN,TRUN3,1,0.50295858
86,0.926951998,TRUN,TRUN3,1,0.50887574
87,1.14375101,TRUN,TRUN3,1,0.514792899
88,0.810170442,TRUN,TRUN3,1,0.520710059
89,1.10060365,TRUN,TRUN3,1,0.526627219
90,1.017909703,TRUN,TRUN3,1,0.532544379
91,1.010183784,TRUN,TRUN3,1,0.538461538
92,0.957627622,TRUN,TRUN3,1,0.544378698
93,0.973840753,TRUN,TRUN3,1,0.550295858
94,0.903927959,TRUN,TRUN3,1,0.556213018
95,0.941792904,TRUN,TRUN3,1,0.562130178
96,0.998128655,TRUN,TRUN3,1,0.568047337
97,0.916379995,TRUN,TRUN3,1,0.573964497
98,0.919672304,TRUN,TRUN3,1,0.579881657
99,0.982898985,TRUN,TRUN3,1,0.585798817
100,0.823323414,TRUN,TRUN3,1,0.591715976
101,0.800556177,TRUN,TRUN3,1,0.597633136
102,0.785666645,TRUN,TRUN3,1,0.603550296
103,0.76940377,TRUN,TRUN3,1,0.609467456
104,0.734498682,TRUN,TRUN3,1,0.615384615
105,0.732694285,TRUN,TRUN3,1,0.621301775
106,0.705978043,TRUN,TRUN3,1,0.627218935
107,0.671647115,TRUN,TRUN3,1,0.633136095
108,0.649746727,TRUN,TRUN3,1,0.639053254
109,0.64562973,TRUN,TRUN3,1,0.644970414
110,0.620410831,TRUN,TRUN3,1,0.650887574
111,0.692307281,TRUN,TRUN3,1,0.656804734
112,0.684932419,TRUN,TRUN3,1,0.662721893
113,0.67039955,TRUN,TRUN3,1,0.668639053
114,0.651814224,TRUN,TRUN3,1,0.674556213
115,0.635497543,TRUN,TRUN3,1,0.680473373
116,0.612831392,TRUN,TRUN3,1,0.686390533
117,0.606635398,TRUN,TRUN3,1,0.692307692
118,0.596194052,TRUN,TRUN3,1,0.698224852
119,0.578865119,TRUN,TRUN3,1,0.704142012
120,0.417858856,TRUN,TRUN3,1,0.710059172
121,0.554955879,TRUN,TRUN3,1,0.715976331
122,0.406141733,TRUN,TRUN3,1,0.721893491
123,0.371292252,TRUN,TRUN3,1,0.727810651
124,0.365805355,TRUN,TRUN3,1,0.733727811
125,0.352417558,TRUN,TRUN3,1,0.73964497
