Frame,TailAngle,Condition,Fish ID,Trial,Percentage,Duration
102,-0.030466505,MED,MED1,4,0.935779817,
103,-0.020999985,MED,MED1,4,0.944954128,
104,-0.01226352,MED,MED1,4,0.95412844,
105,-0.007676646,MED,MED1,4,0.963302752,
106,-0.003698333,MED,MED1,4,0.972477064,
107,0.001767717,MED,MED1,4,0.981651376,
108,0.004764391,MED,MED1,4,0.990825688,
109,0.004764391,MED,MED1,4,1,
1,-0.064470686,MED,MED1,5,0.007246377,
2,-0.120622139,MED,MED1,5,0.014492754,
3,-0.1362727,MED,MED1,5,0.02173913,
4,-0.178687068,MED,MED1,5,0.028985507,
5,-0.172442144,MED,MED1,5,0.036231884,
6,-0.209576132,MED,MED1,5,0.043478261,
7,-0.96452189,MED,MED1,5,0.050724638,
8,-0.277053309,MED,MED1,5,0.057971014,
9,-0.287801399,MED,MED1,5,0.065217391,
10,-0.344381483,MED,MED1,5,0.072463768,
11,-0.359699852,MED,MED1,5,0.079710145,
12,-0.391597582,MED,MED1,5,0.086956522,
13,-0.402734786,MED,MED1,5,0.094202899,
14,-0.442540743,MED,MED1,5,0.101449275,
15,-0.472967975,MED,MED1,5,0.108695652,
16,-0.276684404,MED,MED1,5,0.115942029,
17,-0.218057896,MED,MED1,5,0.123188406,
18,-0.627079829,MED,MED1,5,0.130434783,
19,-0.636864184,MED,MED1,5,0.137681159,
20,-0.760774202,MED,MED1,5,0.144927536,
21,-0.712157851,MED,MED1,5,0.152173913,
22,-0.788620818,MED,MED1,5,0.15942029,
23,-0.846204354,MED,MED1,5,0.166666667,
24,-0.910989315,MED,MED1,5,0.173913043,
25,-0.936709258,MED,MED1,5,0.18115942,
26,-0.972610794,MED,MED1,5,0.188405797,
27,-1.039341204,MED,MED1,5,0.195652174,
28,-1.075370805,MED,MED1,5,0.202898551,
29,-1.092979346,MED,MED1,5,0.210144928,
30,-1.10265668,MED,MED1,5,0.217391304,
31,-1.131014588,MED,MED1,5,0.224637681,
32,-1.127177855,MED,MED1,5,0.231884058,
33,-1.037394148,MED,MED1,5,0.239130435,
34,-1.06873618,MED,MED1,5,0.246376812,
35,-1.091004433,MED,MED1,5,0.253623188,
36,-1.096032881,MED,MED1,5,0.260869565,
37,-1.114477958,MED,MED1,5,0.268115942,
38,-1.128406686,MED,MED1,5,0.275362319,
39,-1.100337207,MED,MED1,5,0.282608696,
40,-1.153710702,MED,MED1,5,0.289855072,
41,-1.09028921,MED,MED1,5,0.297101449,
42,-1.097737412,MED,MED1,5,0.304347826,
43,-1.148207301,MED,MED1,5,0.311594203,
44,-1.147877717,MED,MED1,5,0.31884058,
45,-1.151925721,MED,MED1,5,0.326086957,
46,-1.15106485,MED,MED1,5,0.333333333,
47,-1.125863899,MED,MED1,5,0.34057971,
48,-1.127980037,MED,MED1,5,0.347826087,
49,-1.082210368,MED,MED1,5,0.355072464,
50,-1.056751027,MED,MED1,5,0.362318841,
51,-1.079702137,MED,MED1,5,0.369565217,
52,-1.087688767,MED,MED1,5,0.376811594,
53,-1.079091152,MED,MED1,5,0.384057971,
54,-1.042733872,MED,MED1,5,0.391304348,
55,-1.047860883,MED,MED1,5,0.398550725,
56,-1.073302767,MED,MED1,5,0.405797101,
57,-1.030132072,MED,MED1,5,0.413043478,
58,-1.035513902,MED,MED1,5,0.420289855,
59,-0.951403216,MED,MED1,5,0.427536232,
60,-0.999240159,MED,MED1,5,0.434782609,
61,-0.897819093,MED,MED1,5,0.442028986,
62,-0.949339251,MED,MED1,5,0.449275362,
63,-0.946191516,MED,MED1,5,0.456521739,
64,-0.825959475,MED,MED1,5,0.463768116,
65,-0.79157015,MED,MED1,5,0.471014493,
66,-0.79741436,MED,MED1,5,0.47826087,
67,-0.866069179,MED,MED1,5,0.485507246,
68,-0.836789233,MED,MED1,5,0.492753623,
69,-0.7664153,MED,MED1,5,0.5,
70,-0.747746358,MED,MED1,5,0.507246377,
71,-0.810123959,MED,MED1,5,0.514492754,
72,-0.809059185,MED,MED1,5,0.52173913,
73,-0.79640682,MED,MED1,5,0.528985507,
74,-0.765935003,MED,MED1,5,0.536231884,
75,-0.70685951,MED,MED1,5,0.543478261,
76,-0.752990149,MED,MED1,5,0.550724638,
77,-0.684970206,MED,MED1,5,0.557971014,
78,-0.721790795,MED,MED1,5,0.565217391,
79,-0.711386655,MED,MED1,5,0.572463768,
80,-0.70493987,MED,MED1,5,0.579710145,
81,-0.695388768,MED,MED1,5,0.586956522,
82,-0.679191076,MED,MED1,5,0.594202899,
83,-0.672391901,MED,MED1,5,0.601449275,
84,-0.620389199,MED,MED1,5,0.608695652,
85,-0.659623132,MED,MED1,5,0.615942029,
86,-0.639326839,MED,MED1,5,0.623188406,
87,-0.626256021,MED,MED1,5,0.630434783,
88,-0.624922493,MED,MED1,5,0.637681159,
89,-0.618244786,MED,MED1,5,0.644927536,
90,-0.603463831,MED,MED1,5,0.652173913,
91,-0.60745835,MED,MED1,5,0.65942029,
92,-0.609615086,MED,MED1,5,0.666666667,
93,-0.599318997,MED,MED1,5,0.673913043,
94,-0.537641691,MED,MED1,5,0.68115942,
95,-0.572192836,MED,MED1,5,0.688405797,
96,-0.566896673,MED,MED1,5,0.695652174,
97,-0.549440498,MED,MED1,5,0.702898551,
98,-0.533728262,MED,MED1,5,0.710144928,
99,-0.526305194,MED,MED1,5,0.717391304,
100,-0.521206898,MED,MED1,5,0.724637681,
101,-0.496848101,MED,MED1,5,0.731884058,
102,-0.486672519,MED,MED1,5,0.739130435,
103,-0.486410876,MED,MED1,5,0.746376812,
104,-0.469873629,MED,MED1,5,0.753623188,
105,-0.470581081,MED,MED1,5,0.760869565,
106,-0.428026706,MED,MED1,5,0.768115942,
107,-0.402415193,MED,MED1,5,0.775362319,
108,-0.419558245,MED,MED1,5,0.782608696,
109,-0.380629185,MED,MED1,5,0.789855072,
110,-0.431212405,MED,MED1,5,0.797101449,
111,-0.394097377,MED,MED1,5,0.804347826,
112,-0.378531068,MED,MED1,5,0.811594203,
113,-0.374365871,MED,MED1,5,0.81884058,
114,-0.342339057,MED,MED1,5,0.826086957,
115,-0.336552339,MED,MED1,5,0.833333333,
116,-0.33957005,MED,MED1,5,0.84057971,
117,-0.326268385,MED,MED1,5,0.847826087,
118,-0.327107924,MED,MED1,5,0.855072464,
119,-0.349949469,MED,MED1,5,0.862318841,
120,-0.317844962,MED,MED1,5,0.869565217,
121,-0.327060473,MED,MED1,5,0.876811594,
122,-0.326457853,MED,MED1,5,0.884057971,
123,-0.334501475,MED,MED1,5,0.891304348,
124,-0.329361463,MED,MED1,5,0.898550725,
125,-0.246548979,MED,MED1,5,0.905797101,
126,-0.308499486,MED,MED1,5,0.913043478,
127,-0.312190593,MED,MED1,5,0.920289855,
128,-0.274865886,MED,MED1,5,0.927536232,
129,-0.290489578,MED,MED1,5,0.934782609,
130,-0.28691858,MED,MED1,5,0.942028986,
131,-0.258127154,MED,MED1,5,0.949275362,
132,-0.259246733,MED,MED1,5,0.956521739,
133,-0.26089584,MED,MED1,5,0.963768116,
134,-0.24519129,MED,MED1,5,0.971014493,
135,-0.239661715,MED,MED1,5,0.97826087,
136,-0.233078682,MED,MED1,5,0.985507246,
137,-0.236012879,MED,MED1,5,0.992753623,
138,-0.236012879,MED,MED1,5,1,
