Frame,TailAngle,Condition,Fish ID,Trial,Percentage
64,-0.324191334,WT,WT5,1,0.680851064
65,-0.328004811,WT,WT5,1,0.691489362
66,-0.321335334,WT,WT5,1,0.70212766
67,-0.323803482,WT,WT5,1,0.712765957
68,-0.391632473,WT,WT5,1,0.723404255
69,-0.386592063,WT,WT5,1,0.734042553
70,-0.391319747,WT,WT5,1,0.744680851
71,-0.379606722,WT,WT5,1,0.755319149
72,-0.354011766,WT,WT5,1,0.765957447
73,-0.322403105,WT,WT5,1,0.776595745
74,-0.301274347,WT,WT5,1,0.787234043
75,-0.291825499,WT,WT5,1,0.79787234
76,-0.269222488,WT,WT5,1,0.808510638
77,-0.236264445,WT,WT5,1,0.819148936
78,-0.226982736,WT,WT5,1,0.829787234
79,-0.20261654,WT,WT5,1,0.840425532
80,-0.191444841,WT,WT5,1,0.85106383
81,-0.207440691,WT,WT5,1,0.861702128
82,-0.214715935,WT,WT5,1,0.872340426
83,-0.213984902,WT,WT5,1,0.882978723
84,-0.198028891,WT,WT5,1,0.893617021
85,-0.221654259,WT,WT5,1,0.904255319
86,-0.214937723,WT,WT5,1,0.914893617
87,-0.207949693,WT,WT5,1,0.925531915
88,-0.238549266,WT,WT5,1,0.936170213
89,-0.199010239,WT,WT5,1,0.946808511
90,-0.222506495,WT,WT5,1,0.957446809
91,-0.196244481,WT,WT5,1,0.968085106
92,-0.268753654,WT,WT5,1,0.978723404
93,-0.232857165,WT,WT5,1,0.989361702
94,-0.232857165,WT,WT5,1,1
1,-0.404132935,WT,WT5,2,0.023809524
2,-0.054228713,WT,WT5,2,0.047619048
3,-0.054228713,WT,WT5,2,0.071428571
4,-0.341999267,WT,WT5,2,0.095238095
5,-0.341999267,WT,WT5,2,0.119047619
6,-0.36905557,WT,WT5,2,0.142857143
7,-0.040095366,WT,WT5,2,0.166666667
8,0.005727372,WT,WT5,2,0.19047619
9,0.093494753,WT,WT5,2,0.214285714
10,-1.271790175,WT,WT5,2,0.238095238
11,0.272030029,WT,WT5,2,0.261904762
12,0.378690228,WT,WT5,2,0.285714286
13,0.485992981,WT,WT5,2,0.30952381
14,0.60176087,WT,WT5,2,0.333333333
15,0.704041031,WT,WT5,2,0.357142857
16,0.814590044,WT,WT5,2,0.380952381
17,0.871160367,WT,WT5,2,0.404761905
18,0.911063506,WT,WT5,2,0.428571429
19,0.952123366,WT,WT5,2,0.452380952
20,1.002898056,WT,WT5,2,0.476190476
21,1.054598491,WT,WT5,2,0.5
22,1.11187257,WT,WT5,2,0.523809524
23,1.148820034,WT,WT5,2,0.547619048
24,1.211357983,WT,WT5,2,0.571428571
25,1.23541505,WT,WT5,2,0.595238095
26,1.235298631,WT,WT5,2,0.619047619
27,1.209891679,WT,WT5,2,0.642857143
28,0.981915783,WT,WT5,2,0.666666667
29,0.968873039,WT,WT5,2,0.69047619
30,0.85189448,WT,WT5,2,0.714285714
31,0.823476488,WT,WT5,2,0.738095238
32,0.698329469,WT,WT5,2,0.761904762
33,0.746182736,WT,WT5,2,0.785714286
34,0.647249157,WT,WT5,2,0.80952381
35,0.109782132,WT,WT5,2,0.833333333
36,0.070705007,WT,WT5,2,0.857142857
37,0.133851181,WT,WT5,2,0.880952381
38,0.173961279,WT,WT5,2,0.904761905
39,0.534862681,WT,WT5,2,0.928571429
40,0.529831261,WT,WT5,2,0.952380952
41,0.483722266,WT,WT5,2,0.976190476
42,0.483722266,WT,WT5,2,1
1,-0.060483585,WT,WT5,9,0.006622517
2,-0.059929451,WT,WT5,9,0.013245033
3,-0.060129914,WT,WT5,9,0.01986755
4,-0.052151461,WT,WT5,9,0.026490066
5,-0.036379682,WT,WT5,9,0.033112583
6,-0.015624614,WT,WT5,9,0.039735099
7,-0.004020188,WT,WT5,9,0.046357616
8,0.069838653,WT,WT5,9,0.052980132
9,0.143777922,WT,WT5,9,0.059602649
10,0.224236828,WT,WT5,9,0.066225166
11,0.325869919,WT,WT5,9,0.072847682
12,0.430287281,WT,WT5,9,0.079470199
13,0.554768674,WT,WT5,9,0.086092715
14,0.659183484,WT,WT5,9,0.092715232
15,0.78188525,WT,WT5,9,0.099337748
16,0.862020661,WT,WT5,9,0.105960265
17,0.898143648,WT,WT5,9,0.112582781
18,0.92715021,WT,WT5,9,0.119205298
19,0.933600323,WT,WT5,9,0.125827815
20,0.988491429,WT,WT5,9,0.132450331
21,1.10657957,WT,WT5,9,0.139072848
22,1.308688007,WT,WT5,9,0.145695364
23,1.348038655,WT,WT5,9,0.152317881
24,1.521605703,WT,WT5,9,0.158940397
25,1.57784263,WT,WT5,9,0.165562914
26,1.4745388,WT,WT5,9,0.17218543
27,1.463495497,WT,WT5,9,0.178807947
28,1.462417286,WT,WT5,9,0.185430464
29,1.496557309,WT,WT5,9,0.19205298
30,1.390681968,WT,WT5,9,0.198675497
31,1.353185752,WT,WT5,9,0.205298013
32,1.357397027,WT,WT5,9,0.21192053
33,1.33957035,WT,WT5,9,0.218543046
34,1.301018794,WT,WT5,9,0.225165563
35,1.323644628,WT,WT5,9,0.231788079
36,1.363186715,WT,WT5,9,0.238410596
37,1.318813052,WT,WT5,9,0.245033113
38,1.330154539,WT,WT5,9,0.251655629
39,1.325202665,WT,WT5,9,0.258278146
40,1.345148345,WT,WT5,9,0.264900662
41,1.331127628,WT,WT5,9,0.271523179
42,1.227511634,WT,WT5,9,0.278145695
43,1.20457827,WT,WT5,9,0.284768212
44,1.128326198,WT,WT5,9,0.291390728
45,1.118176664,WT,WT5,9,0.298013245
46,1.09888604,WT,WT5,9,0.304635762
47,1.102144785,WT,WT5,9,0.311258278
48,1.03223187,WT,WT5,9,0.317880795
49,1.010516397,WT,WT5,9,0.324503311
50,0.981826972,WT,WT5,9,0.331125828
51,0.953744019,WT,WT5,9,0.337748344
52,0.865639299,WT,WT5,9,0.344370861
53,0.93722202,WT,WT5,9,0.350993377
54,0.815059174,WT,WT5,9,0.357615894
55,0.811621566,WT,WT5,9,0.364238411
56,0.818966196,WT,WT5,9,0.370860927
57,0.795569326,WT,WT5,9,0.377483444
58,0.77989128,WT,WT5,9,0.38410596
59,0.744366545,WT,WT5,9,0.390728477
60,0.736699912,WT,WT5,9,0.397350993
61,0.704761609,WT,WT5,9,0.40397351
62,0.698701495,WT,WT5,9,0.410596026
63,0.688184938,WT,WT5,9,0.417218543
64,0.676121401,WT,WT5,9,0.42384106
65,0.664051703,WT,WT5,9,0.430463576
66,0.649838147,WT,WT5,9,0.437086093
67,0.639913533,WT,WT5,9,0.443708609
68,0.623801926,WT,WT5,9,0.450331126
69,0.604051075,WT,WT5,9,0.456953642
70,0.592085498,WT,WT5,9,0.463576159
71,0.453424832,WT,WT5,9,0.470198675
72,0.498583299,WT,WT5,9,0.476821192
73,0.455422561,WT,WT5,9,0.483443709
74,0.499768028,WT,WT5,9,0.490066225
75,0.488912775,WT,WT5,9,0.496688742
76,0.487512855,WT,WT5,9,0.503311258
77,0.493110308,WT,WT5,9,0.509933775
78,0.495311899,WT,WT5,9,0.516556291
79,0.506210441,WT,WT5,9,0.523178808
80,0.495406589,WT,WT5,9,0.529801325
81,0.498479971,WT,WT5,9,0.536423841
82,0.499224428,WT,WT5,9,0.543046358
83,0.496689157,WT,WT5,9,0.549668874
84,0.458585434,WT,WT5,9,0.556291391
85,0.456907554,WT,WT5,9,0.562913907
86,0.451452741,WT,WT5,9,0.569536424
87,0.458217529,WT,WT5,9,0.57615894
88,0.473108731,WT,WT5,9,0.582781457
89,0.457144853,WT,WT5,9,0.589403974
90,0.443505712,WT,WT5,9,0.59602649
91,0.447226359,WT,WT5,9,0.602649007
92,0.460516512,WT,WT5,9,0.609271523
93,0.421689237,WT,WT5,9,0.61589404
94,0.412076466,WT,WT5,9,0.622516556
95,0.410240401,WT,WT5,9,0.629139073
96,0.405014948,WT,WT5,9,0.635761589
97,0.408734587,WT,WT5,9,0.642384106
98,0.400797819,WT,WT5,9,0.649006623
99,0.402705634,WT,WT5,9,0.655629139
100,0.399952544,WT,WT5,9,0.662251656
101,0.380982722,WT,WT5,9,0.668874172
102,0.383689354,WT,WT5,9,0.675496689
103,0.377097959,WT,WT5,9,0.682119205
104,0.368435281,WT,WT5,9,0.688741722
105,0.344638496,WT,WT5,9,0.695364238
106,0.334912948,WT,WT5,9,0.701986755
107,0.324335695,WT,WT5,9,0.708609272
108,0.313341993,WT,WT5,9,0.715231788
109,0.315208863,WT,WT5,9,0.721854305
110,0.300371092,WT,WT5,9,0.728476821
111,0.295954282,WT,WT5,9,0.735099338
112,0.287201836,WT,WT5,9,0.741721854
113,0.264724661,WT,WT5,9,0.748344371
114,0.275003746,WT,WT5,9,0.754966887
115,0.255465862,WT,WT5,9,0.761589404
116,0.252542504,WT,WT5,9,0.768211921
117,0.243218777,WT,WT5,9,0.774834437
118,0.244087189,WT,WT5,9,0.781456954
119,0.22843389,WT,WT5,9,0.78807947
120,0.156983921,WT,WT5,9,0.794701987
121,0.157108944,WT,WT5,9,0.801324503
122,0.142848959,WT,WT5,9,0.80794702
123,0.179109627,WT,WT5,9,0.814569536
124,0.113628534,WT,WT5,9,0.821192053
125,0.105001192,WT,WT5,9,0.82781457
126,0.098721417,WT,WT5,9,0.834437086
127,0.130325797,WT,WT5,9,0.841059603
128,0.122845459,WT,WT5,9,0.847682119
129,0.112942666,WT,WT5,9,0.854304636
130,0.120826088,WT,WT5,9,0.860927152
131,0.108827562,WT,WT5,9,0.867549669
132,0.056895638,WT,WT5,9,0.874172185
133,0.071920418,WT,WT5,9,0.880794702
134,0.060290909,WT,WT5,9,0.887417219
135,0.037919675,WT,WT5,9,0.894039735
136,0.001421194,WT,WT5,9,0.900662252
137,-0.005231668,WT,WT5,9,0.907284768
138,0.022989839,WT,WT5,9,0.913907285
139,0.002709173,WT,WT5,9,0.920529801
140,-0.005116202,WT,WT5,9,0.927152318
141,-0.000906772,WT,WT5,9,0.933774834
142,-0.01845472,WT,WT5,9,0.940397351
143,-0.036647688,WT,WT5,9,0.947019868
144,-0.053532008,WT,WT5,9,0.953642384
145,-0.050960678,WT,WT5,9,0.960264901
146,-0.059173832,WT,WT5,9,0.966887417
147,-0.068915876,WT,WT5,9,0.973509934
148,-0.088123529,WT,WT5,9,0.98013245
149,-0.08863604,WT,WT5,9,0.986754967
150,-0.108930059,WT,WT5,9,0.993377483
151,-0.108930059,WT,WT5,9,1
1,-0.114028868,WT,WT5,11,0.003937008
2,-0.112371748,WT,WT5,11,0.007874016
3,-0.117325048,WT,WT5,11,0.011811024
4,-0.12501247,WT,WT5,11,0.015748031
5,-0.110006498,WT,WT5,11,0.019685039
6,-0.14409469,WT,WT5,11,0.023622047
7,-0.149421219,WT,WT5,11,0.027559055
8,-0.147210784,WT,WT5,11,0.031496063
9,-0.185841551,WT,WT5,11,0.035433071
10,-0.204135376,WT,WT5,11,0.039370079
11,-0.188870487,WT,WT5,11,0.043307087
12,-0.221260231,WT,WT5,11,0.047244094
13,-0.25504613,WT,WT5,11,0.051181102
14,-0.244788877,WT,WT5,11,0.05511811
15,-0.277004219,WT,WT5,11,0.059055118
16,-0.304710739,WT,WT5,11,0.062992126
17,-0.325965461,WT,WT5,11,0.066929134
18,-0.359357261,WT,WT5,11,0.070866142
19,-0.413216007,WT,WT5,11,0.07480315
20,-0.39094251,WT,WT5,11,0.078740157
21,-0.336067659,WT,WT5,11,0.082677165
22,-0.485949301,WT,WT5,11,0.086614173
23,-0.3843441,WT,WT5,11,0.090551181
24,-0.40071806,WT,WT5,11,0.094488189
25,-0.424683761,WT,WT5,11,0.098425197
26,-0.568792315,WT,WT5,11,0.102362205
27,-0.58122072,WT,WT5,11,0.106299213
28,-0.607660911,WT,WT5,11,0.11023622
29,-0.625448417,WT,WT5,11,0.114173228
30,-0.642302394,WT,WT5,11,0.118110236
31,-0.631464362,WT,WT5,11,0.122047244
32,-0.650932374,WT,WT5,11,0.125984252
33,-0.69160755,WT,WT5,11,0.12992126
34,-0.68358865,WT,WT5,11,0.133858268
35,-0.718621997,WT,WT5,11,0.137795276
36,-0.743618299,WT,WT5,11,0.141732283
37,-0.742415802,WT,WT5,11,0.145669291
38,-0.751658251,WT,WT5,11,0.149606299
39,-0.760295182,WT,WT5,11,0.153543307
40,-0.773719227,WT,WT5,11,0.157480315
41,-0.795662516,WT,WT5,11,0.161417323
42,-0.804642091,WT,WT5,11,0.165354331
43,-0.816609426,WT,WT5,11,0.169291339
44,-0.84144026,WT,WT5,11,0.173228346
45,-0.84924846,WT,WT5,11,0.177165354
46,-0.855859707,WT,WT5,11,0.181102362
47,-0.870598326,WT,WT5,11,0.18503937
48,-0.8839299,WT,WT5,11,0.188976378
49,-0.907733946,WT,WT5,11,0.192913386
50,-0.930764913,WT,WT5,11,0.196850394
51,-0.947770203,WT,WT5,11,0.200787402
52,-0.963580561,WT,WT5,11,0.204724409
53,-0.964969827,WT,WT5,11,0.208661417
54,-0.975750866,WT,WT5,11,0.212598425
55,-0.941671945,WT,WT5,11,0.216535433
56,-1.035419537,WT,WT5,11,0.220472441
57,-1.005803993,WT,WT5,11,0.224409449
58,-1.013212262,WT,WT5,11,0.228346457
59,-1.064547201,WT,WT5,11,0.232283465
60,-1.089090571,WT,WT5,11,0.236220472
61,-0.952246984,WT,WT5,11,0.24015748
62,-1.086461904,WT,WT5,11,0.244094488
63,-1.116615315,WT,WT5,11,0.248031496
64,-1.177661733,WT,WT5,11,0.251968504
65,-1.162521498,WT,WT5,11,0.255905512
66,-1.173336573,WT,WT5,11,0.25984252
67,-1.20072616,WT,WT5,11,0.263779528
68,-1.211907741,WT,WT5,11,0.267716535
69,-1.081744546,WT,WT5,11,0.271653543
70,-1.234432826,WT,WT5,11,0.275590551
71,-1.248672298,WT,WT5,11,0.279527559
72,-1.293334916,WT,WT5,11,0.283464567
73,-1.009782427,WT,WT5,11,0.287401575
74,-1.077187451,WT,WT5,11,0.291338583
75,-1.024660109,WT,WT5,11,0.295275591
76,-1.065378757,WT,WT5,11,0.299212598
77,-1.050124686,WT,WT5,11,0.303149606
78,-1.093605087,WT,WT5,11,0.307086614
79,-1.12370235,WT,WT5,11,0.311023622
80,-1.056341113,WT,WT5,11,0.31496063
81,-1.055941042,WT,WT5,11,0.318897638
82,-1.003627817,WT,WT5,11,0.322834646
83,-0.982286865,WT,WT5,11,0.326771654
84,-0.970758288,WT,WT5,11,0.330708661
85,-0.972366253,WT,WT5,11,0.334645669
86,-0.934970887,WT,WT5,11,0.338582677
87,-0.937529126,WT,WT5,11,0.342519685
88,-0.930586752,WT,WT5,11,0.346456693
89,-0.937315665,WT,WT5,11,0.350393701
90,-1.688267431,WT,WT5,11,0.354330709
91,-1.687457185,WT,WT5,11,0.358267717
92,-1.729964231,WT,WT5,11,0.362204724
93,-1.818145084,WT,WT5,11,0.366141732
94,-1.889562283,WT,WT5,11,0.37007874
95,-1.92306235,WT,WT5,11,0.374015748
96,-1.168490417,WT,WT5,11,0.377952756
97,-1.934194046,WT,WT5,11,0.381889764
98,-1.923274438,WT,WT5,11,0.385826772
99,-1.933978098,WT,WT5,11,0.38976378
100,-1.968358221,WT,WT5,11,0.393700787
101,-1.861675853,WT,WT5,11,0.397637795
102,-1.883164007,WT,WT5,11,0.401574803
103,-1.852982845,WT,WT5,11,0.405511811
104,-1.771502167,WT,WT5,11,0.409448819
105,-1.802827003,WT,WT5,11,0.413385827
106,-1.61535979,WT,WT5,11,0.417322835
107,-1.67909834,WT,WT5,11,0.421259843
108,-1.045765208,WT,WT5,11,0.42519685
109,-1.03543276,WT,WT5,11,0.429133858
110,-1.027121011,WT,WT5,11,0.433070866
111,-0.921784291,WT,WT5,11,0.437007874
112,-0.924227251,WT,WT5,11,0.440944882
113,-1.156913239,WT,WT5,11,0.44488189
114,-1.115692666,WT,WT5,11,0.448818898
115,-1.137124705,WT,WT5,11,0.452755906
116,-1.122655094,WT,WT5,11,0.456692913
117,-1.100631525,WT,WT5,11,0.460629921
118,-1.023992893,WT,WT5,11,0.464566929
119,-1.097482027,WT,WT5,11,0.468503937
120,-1.070185135,WT,WT5,11,0.472440945
121,-1.051290732,WT,WT5,11,0.476377953
122,-1.055254051,WT,WT5,11,0.480314961
123,-1.032752836,WT,WT5,11,0.484251969
124,-1.011919367,WT,WT5,11,0.488188976
125,-0.957857667,WT,WT5,11,0.492125984
126,-0.924703586,WT,WT5,11,0.496062992
127,-0.975526711,WT,WT5,11,0.5
128,-0.920618447,WT,WT5,11,0.503937008
129,-0.922411428,WT,WT5,11,0.507874016
130,-0.938323353,WT,WT5,11,0.511811024
131,-0.913061837,WT,WT5,11,0.515748031
132,-0.848809451,WT,WT5,11,0.519685039
133,-0.903427401,WT,WT5,11,0.523622047
134,-0.864651606,WT,WT5,11,0.527559055
135,-0.871363149,WT,WT5,11,0.531496063
136,-0.826534647,WT,WT5,11,0.535433071
137,-0.811429682,WT,WT5,11,0.539370079
138,-0.758772232,WT,WT5,11,0.543307087
139,-0.773380439,WT,WT5,11,0.547244094
140,-0.768311934,WT,WT5,11,0.551181102
141,-0.741235977,WT,WT5,11,0.55511811
142,-0.745067667,WT,WT5,11,0.559055118
143,-0.732228882,WT,WT5,11,0.562992126
144,-0.715598196,WT,WT5,11,0.566929134
145,-0.662181091,WT,WT5,11,0.570866142
146,-0.654584246,WT,WT5,11,0.57480315
147,-0.685030424,WT,WT5,11,0.578740157
148,-0.650158713,WT,WT5,11,0.582677165
149,-0.628515002,WT,WT5,11,0.586614173
150,-0.630509757,WT,WT5,11,0.590551181
151,-0.613405563,WT,WT5,11,0.594488189
152,-0.592528962,WT,WT5,11,0.598425197
153,-0.626790399,WT,WT5,11,0.602362205
154,-0.606309706,WT,WT5,11,0.606299213
155,-0.600604579,WT,WT5,11,0.61023622
156,-0.607312363,WT,WT5,11,0.614173228
157,-0.591863986,WT,WT5,11,0.618110236
158,-0.585334428,WT,WT5,11,0.622047244
159,-0.57796492,WT,WT5,11,0.625984252
160,-0.568589601,WT,WT5,11,0.62992126
161,-0.560542818,WT,WT5,11,0.633858268
162,-0.535343425,WT,WT5,11,0.637795276
163,-0.542034702,WT,WT5,11,0.641732283
164,-0.515608177,WT,WT5,11,0.645669291
165,-0.540036491,WT,WT5,11,0.649606299
166,-0.538835321,WT,WT5,11,0.653543307
167,-0.526520147,WT,WT5,11,0.657480315
168,-0.503201525,WT,WT5,11,0.661417323
169,-0.494456331,WT,WT5,11,0.665354331
170,-0.484349953,WT,WT5,11,0.669291339
171,-0.477969737,WT,WT5,11,0.673228346
172,-0.475991592,WT,WT5,11,0.677165354
173,-0.466506509,WT,WT5,11,0.681102362
174,-0.429008726,WT,WT5,11,0.68503937
175,-0.457004307,WT,WT5,11,0.688976378
176,-0.42983865,WT,WT5,11,0.692913386
177,-0.422408847,WT,WT5,11,0.696850394
178,-0.420468152,WT,WT5,11,0.700787402
179,-0.418967846,WT,WT5,11,0.704724409
180,-0.408230843,WT,WT5,11,0.708661417
181,-0.409113479,WT,WT5,11,0.712598425
182,-0.397778705,WT,WT5,11,0.716535433
183,-0.396787854,WT,WT5,11,0.720472441
184,-0.386837248,WT,WT5,11,0.724409449
185,-0.379578032,WT,WT5,11,0.728346457
186,-0.37712047,WT,WT5,11,0.732283465
187,-0.383206506,WT,WT5,11,0.736220472
188,-0.37222498,WT,WT5,11,0.74015748
189,-0.367445469,WT,WT5,11,0.744094488
190,-0.351971726,WT,WT5,11,0.748031496
191,-0.345076672,WT,WT5,11,0.751968504
192,-0.326439544,WT,WT5,11,0.755905512
193,-0.321394202,WT,WT5,11,0.75984252
194,-0.314492744,WT,WT5,11,0.763779528
195,-0.302355282,WT,WT5,11,0.767716535
196,-0.300657325,WT,WT5,11,0.771653543
197,-0.298658626,WT,WT5,11,0.775590551
198,-0.290250265,WT,WT5,11,0.779527559
199,-0.287663916,WT,WT5,11,0.783464567
200,-0.28715927,WT,WT5,11,0.787401575
201,-0.299133411,WT,WT5,11,0.791338583
202,-0.267896721,WT,WT5,11,0.795275591
203,-0.262886201,WT,WT5,11,0.799212598
204,-0.271302869,WT,WT5,11,0.803149606
205,-0.273954755,WT,WT5,11,0.807086614
206,-0.253736628,WT,WT5,11,0.811023622
207,-0.251267891,WT,WT5,11,0.81496063
208,-0.249431236,WT,WT5,11,0.818897638
209,-0.242905111,WT,WT5,11,0.822834646
210,-0.240386436,WT,WT5,11,0.826771654
211,-0.255323102,WT,WT5,11,0.830708661
212,-0.243599985,WT,WT5,11,0.834645669
213,-0.23807155,WT,WT5,11,0.838582677
214,-0.221300569,WT,WT5,11,0.842519685
215,-0.232216224,WT,WT5,11,0.846456693
216,-0.211151106,WT,WT5,11,0.850393701
217,-0.209998519,WT,WT5,11,0.854330709
218,-0.193972637,WT,WT5,11,0.858267717
219,-0.203360609,WT,WT5,11,0.862204724
220,-0.187271023,WT,WT5,11,0.866141732
221,-0.184907679,WT,WT5,11,0.87007874
222,-0.173034637,WT,WT5,11,0.874015748
223,-0.168473056,WT,WT5,11,0.877952756
224,-0.18186907,WT,WT5,11,0.881889764
225,-0.169408954,WT,WT5,11,0.885826772
226,-0.17836333,WT,WT5,11,0.88976378
227,-0.159537283,WT,WT5,11,0.893700787
228,-0.158562515,WT,WT5,11,0.897637795
229,-0.147834543,WT,WT5,11,0.901574803
230,-0.152751642,WT,WT5,11,0.905511811
231,-0.146633461,WT,WT5,11,0.909448819
232,-0.150496762,WT,WT5,11,0.913385827
233,-0.137867051,WT,WT5,11,0.917322835
234,-0.135259733,WT,WT5,11,0.921259843
235,-0.138014348,WT,WT5,11,0.92519685
236,-0.131498922,WT,WT5,11,0.929133858
237,-0.126491428,WT,WT5,11,0.933070866
238,-0.12405819,WT,WT5,11,0.937007874
239,-0.028330225,WT,WT5,11,0.940944882
240,-0.116449199,WT,WT5,11,0.94488189
241,0.03177404,WT,WT5,11,0.948818898
242,0.043638347,WT,WT5,11,0.952755906
243,0.048901922,WT,WT5,11,0.956692913
244,0.044705629,WT,WT5,11,0.960629921
245,0.056252477,WT,WT5,11,0.964566929
246,0.057271555,WT,WT5,11,0.968503937
247,0.050078407,WT,WT5,11,0.972440945
248,0.049208547,WT,WT5,11,0.976377953
249,0.047461589,WT,WT5,11,0.980314961
250,0.050449033,WT,WT5,11,0.984251969
251,0.052641592,WT,WT5,11,0.988188976
252,0.04790163,WT,WT5,11,0.992125984
253,0.047739846,WT,WT5,11,0.996062992
254,0.048956373,WT,WT5,11,1
1,0.003276426,WT,WT5,14,0.01754386
2,-0.145914859,WT,WT5,14,0.035087719
3,-0.175596369,WT,WT5,14,0.052631579
4,-0.225027531,WT,WT5,14,0.070175439
5,-0.268608185,WT,WT5,14,0.087719298
6,-0.248435537,WT,WT5,14,0.105263158
7,-0.342722947,WT,WT5,14,0.122807018
8,-0.456334444,WT,WT5,14,0.140350877
9,-0.546978881,WT,WT5,14,0.157894737
10,-0.752794243,WT,WT5,14,0.175438596
11,-0.831520774,WT,WT5,14,0.192982456
12,-0.811966006,WT,WT5,14,0.210526316
13,-1.021226518,WT,WT5,14,0.228070175
14,-0.967568998,WT,WT5,14,0.245614035
15,-1.097615688,WT,WT5,14,0.263157895
16,-1.005484093,WT,WT5,14,0.280701754
17,-1.133581838,WT,WT5,14,0.298245614
18,-0.953411622,WT,WT5,14,0.315789474
19,-0.910387043,WT,WT5,14,0.333333333
20,-0.82717631,WT,WT5,14,0.350877193
21,-1.376119774,WT,WT5,14,0.368421053
22,-1.68083652,WT,WT5,14,0.385964912
23,-1.901530133,WT,WT5,14,0.403508772
24,-1.919025056,WT,WT5,14,0.421052632
25,-1.167095497,WT,WT5,14,0.438596491
26,-1.061663112,WT,WT5,14,0.456140351
27,-1.030051592,WT,WT5,14,0.473684211
28,-0.888998113,WT,WT5,14,0.49122807
29,-1.04685668,WT,WT5,14,0.50877193
30,-1.448848327,WT,WT5,14,0.526315789
31,-1.325267619,WT,WT5,14,0.543859649
32,-1.180255288,WT,WT5,14,0.561403509
33,-1.112586048,WT,WT5,14,0.578947368
34,-0.953377046,WT,WT5,14,0.596491228
35,-0.857755739,WT,WT5,14,0.614035088
36,-0.781698233,WT,WT5,14,0.631578947
37,-0.731980832,WT,WT5,14,0.649122807
38,-0.642486401,WT,WT5,14,0.666666667
39,-0.577474278,WT,WT5,14,0.684210526
40,-0.498114283,WT,WT5,14,0.701754386
41,-0.436475866,WT,WT5,14,0.719298246
42,-0.367149029,WT,WT5,14,0.736842105
43,-0.286941486,WT,WT5,14,0.754385965
44,-0.229953109,WT,WT5,14,0.771929825
45,-0.148124308,WT,WT5,14,0.789473684
46,-0.112526176,WT,WT5,14,0.807017544
47,0.0356174,WT,WT5,14,0.824561404
48,-0.027961258,WT,WT5,14,0.842105263
49,-0.00046894,WT,WT5,14,0.859649123
50,0.018405287,WT,WT5,14,0.877192982
